y time id
3 5 156
2 6 156
3 7 156
3 8 156
3 9 156
4 10 156
3 11 156
5 12 156
2 13 156
3 14 156
2 15 156
6 1 157
6 2 157
4 3 157
4 4 157
4 5 157
3 6 157
6 7 157
2 8 157
4 9 157
4 10 157
2 11 157
4 12 157
4 13 157
4 14 157
3 15 157
4 1 158
2 2 158
2 3 158
2 4 158
2 5 158
4 6 158
2 7 158
3 8 158
2 9 158
1 10 158
2 11 158
1 12 158
4 13 158
2 14 158
2 15 158
3 1 159
3 2 159
3 3 159
5 4 159
4 5 159
5 6 159
5 7 159
5 8 159
7 9 159
6 10 159
3 11 159
4 12 159
3 13 159
5 14 159
4 15 159
4 1 160
2 2 160
2 3 160
2 4 160
3 5 160
2 6 160
1 7 160
1 8 160
1 9 160
1 10 160
1 11 160
2 12 160
1 13 160
0 14 160
3 15 160
3 1 161
7 2 161
9 3 161
3 4 161
6 5 161
0 6 161
9 7 161
5 8 161
3 9 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 4 175
0 5 175
0 6 175
0 7 175
0 8 175
0 9 175
1 10 175
1 11 175
1 12 175
0 13 175
0 14 175
2 15 175
1 1 176
0 2 176
4 3 176
2 4 176
2 5 176
3 6 176
0 7 176
0 8 176
0 9 176
0 10 176
2 11 176
1 12 176
0 13 176
1 14 176
1 15 176
1 1 177
0 2 177
1 3 177
0 4 177
1 5 177
1 6 177
1 7 177
0 8 177
2 9 177
4 10 177
1 11 177
0 12 177
0 13 177
2 14 177
3 15 177
0 1 178
0 2 178
0 3 178
1 4 178
0 5 178
2 6 178
2 7 178
0 8 178
3 9 178
2 10 178
4 11 178
4 12 178
2 13 178
1 14 178
1 15 178
0 1 179
0 2 179
0 3 179
0 4 179
0 5 179
0 6 179
0 7 179
0 8 179
0 9 179
0 10 179
0 11 179
0 12 179
0 13 179
0 14 179
0 15 179
1 1 180
0 2 180
0 3 180
1 4 180
0 5 180
1 6 180
0 7 180
0 8 180
0 9 180
0 10 180
0 11 180
0 12 180
1 13 180
0 14 180
1 15 180
2 1 181
2 2 181
2 3 181
2 4 181
2 5 181
4 6 181
5 7 181
3 8 181
2 9 181
3 10 181
3 11 181
2 12 181
6 13 181
4 14 181
4 15 181
0 1 182
0 2 182
1 3 182
0 4 182
2 5 182
1 6 182
0 7 182
0 8 182
0 9 182
0 10 182
0 11 182
0 12 182
0 13 182
0 14 182
1 15 182
0 1 183
1 2 183
0 3 183
3 4 183
0 5 183
0 6 183
0 7 183
0 8 183
0 9 183
0 10 183
1 11 183
1 12 183
0 13 183
1 14 183
0 15 183
0 1 184
0 2 184
2 3 184
0 4 184
0 5 184
0 6 184
0 7 184
0 8 184
2 9 184
0 10 184
0 11 184
0 12 184
0 13 184
0 14 184
0 15 184
2 1 185
0 2 185
1 3 185
0 4 185
2 5 185
3 6 185
0 7 185
1 8 185
1 9 185
1 10 185
0 11 185
0 12 185
1 13 185
2 14 185
0 15 185
0 1 186
0 2 186
1 3 186
0 4 186
0 5 186
0 6 186
0 7 186
0 8 186
0 9 186
0 10 186
0 11 186
0 12 186
0 13 186
0 14 186
0 15 186
0 1 187
3 2 187
1 3 187
1 4 187
1 5 187
2 6 187
1 7 187
1 8 187
0 9 187
1 10 187
1 11 187
2 12 187
0 13 187
0 14 187
0 15 187
1 1 188
1 2 188
1 3 188
0 4 188
0 5 188
2 6 188
0 7 188
0 8 188
1 9 188
0 10 188
0 11 188
2 12 188
2 13 188
0 14 188
1 15 188
5 1 189
1 2 189
1 3 189
2 4 189
1 5 189
3 6 189
2 7 189
3 8 189
3 9 189
3 10 189
2 11 189
3 12 189
3 13 189
3 14 189
4 15 189
2 1 190
5 2 190
4 3 190
2 4 190
1 5 190
2 6 190
2 7 190
2 8 190
2 9 190
2 10 190
1 11 190
2 12 190
2 13 190
2 14 190
2 15 190
1 1 191
0 2 191
1 3 191
0 4 191
1 5 191
1 6 191
0 7 191
1 8 191
0 9 191
1 10 191
0 11 191
0 12 191
0 13 191
0 14 191
1 15 191
2 1 192
2 2 192
1 3 192
2 4 192
2 5 192
1 6 192
2 7 192
1 8 192
1 9 192
1 10 192
2 11 192
1 12 192
3 13 192
2 14 192
3 15 192
0 1 193
0 2 193
1 3 193
0 4 193
0 5 193
0 6 193
0 7 193
0 8 193
0 9 193
0 10 193
0 11 193
0 12 193
0 13 193
0 14 193
0 15 193
1 1 194
1 2 194
1 3 194
2 4 194
1 5 194
0 6 194
1 7 194
1 8 194
0 9 194
1 10 194
1 11 194
1 12 194
2 13 194
4 14 194
0 15 194
